SampleCXXProject_Calculations_UnmaskedStabilisingSetTest_0,UnmaskedStabilisingSetTest,False
SampleCXXProject_Calculations_UnmaskedStabilisingSetTest_1,UnmaskedStabilisingSetTest,True
SampleCXXProject_Calculations_UnmaskedStabilisingSetTest_2,UnmaskedStabilisingSetTest,False
SampleCXXProject_Calculations_UnmaskedStabilisingSetTest_3,UnmaskedStabilisingSetTest,True
SampleCXXProject_Calculations_UnmaskedAlwaysReturnsValueTest_0,UnmaskedAlwaysReturnsValueTest,True
SampleCXXProject_Calculations_UnmaskedAlwaysReturnsValueTest_1,UnmaskedAlwaysReturnsValueTest,False
